texto,label
Atualização interna: tarefas concluídas; nenhum retorno necessário.,0
Oi! Compartilhando o resumo semanal do time.,0
"Equipe, pessoal! Obrigado pela ajuda de ontem. Abs.",0
Conseguem liberar o deploy até 17h? Com bastante urgência…,1
Estou com queda de conexão; conseguem renovar o webhook? Ref.: #7574,1
Conseguem substituir o DNS até amanhã? É urgente.,1
"Fala pessoal, pessoal! Obrigado pela ajuda de ontem… Até mais",0
Changelog 6.8 publicado. Sem necessidade de retorno.,0
Estou com divergência de dados; conseguem liberar o certificado SSL? Ref.: #1287,1
Preciso que resetar o DNS até o fim do dia.,1
Notas rápidas: boletim referente à última sprint! Obrigada!,0
Preciso que publicar a integração até 17h!,1
Precisamos escalar o boleto para o pedido PED-2025-7711 até 09/11.,1
Solicito o ambiente de produção até o próximo dia útil…,1
Solicito o envio da nota fiscal NF-93642 em até 24h.,1
Conseguem emitir o documento em até 24h? Caráter emergencial.,1
Para conhecimento: boletim publicada. Não requer ação. Obrigada!,0
Bem-vindos ao time os novos integrantes… Até mais,0
Solicito o webhook até amanhã…,1
Fala pessoal! Compartilhando o resumo semanal do time. Até mais,0
Notas rápidas: release notes referente à última sprint. Bom trabalho a todos,0
Solicito o pipeline de CI/CD ainda hoje…,1
Para conhecimento: atualizações do produto publicada. Não requer ação!,0
Conseguem reembolsar a fatura o quanto antes? Caráter emergencial…,1
Segue a notas de versão da semana com os principais destaques do produto!,0
Apenas informando: atualizações do produto disponível!,0
Conseguem retornar o cadastro até amanhã? Alta prioridade.,1
Poderiam confirmar a atualização do sistema até o próximo dia útil.,1
Poderiam confirmar o deploy até o próximo dia útil.,1
Publicamos as resumo semanal; obrigado a todos pelo apoio…,0
Parabéns pelo lançamento da versão 4.5! Excelente trabalho do time.,0
Solicito o envio da nota fiscal NF-76666 o quanto antes.,1
"Boa noite, pessoal! Obrigado pela ajuda de ontem. Abraços",0
Changelog 2.5 publicado. Sem necessidade de retorno.,0
Segue a newsletter da semana com os principais destaques do produto…,0
"Equipe, pessoal! Obrigado pela ajuda de ontem! Bom trabalho a todos",0
Preciso que notificar o documento assim que possível.,1
Estou com problema no envio de e-mails; conseguem enviar as permissões de acesso? Ref.: #3269,1
Atualização interna: tarefas concluídas; nenhum retorno necessário. Abraços,0
Solicito o envio da nota fiscal NF-97178 em até 24h.,1
Precisamos retornar o build para o pedido PED-2021-9741 até 27/05…,1
Favor verificar a configuração do servidor assim que possível.,1
Precisamos cancelar a senha provisória para o pedido PED-2024-6889 até 18/02.,1
Notas rápidas: notas de versão referente à última sprint.,0
Parabéns a todos pelo release 2.8!.,0
"Fala pessoal, pessoal! Obrigado pela ajuda de ontem. Att.",0
Atualização interna: tarefas concluídas; nenhum retorno necessário… Obrigada!,0
Solicito o backup ainda hoje.,1
"Boa tarde, pessoal! Obrigado pela ajuda de ontem… Abs.",0
Parabéns pelo lançamento da versão 4.0! Excelente trabalho do time.,0
Bom dia! Compartilhando o resumo semanal do time. Obrigada!,0
Segue a status update da semana com os principais destaques do produto… Abs.,0
Bem-vindos ao time os novos integrantes! Abraços,0
Podem desbloquear a proposta referente ao ticket #2051 até amanhã.,1
"Bom dia, pessoal! Obrigado pela ajuda de ontem… Obrigado!",0
Segue a atualizações do produto da semana com os principais destaques do produto. Bom trabalho a todos,0
Poderiam confirmar o ambiente de homologação até sexta-feira.,1
Notas rápidas: changelog referente à última sprint! Abs.,0
Apenas informando: release notes disponível!,0
Precisamos investigar o boleto para o pedido PED-2019-9363 até 06/02.,1
Parabéns pelo lançamento da versão 6.1! Excelente trabalho do time.,0
Mensagem automática de confirmação de cadastro… Até mais,0
Preciso que reagendar o certificado SSL até amanhã.,1
Conseguem validar o orçamento ainda hoje? Alta prioridade.,1
"Oi, poderiam regularizar o orçamento até o fim do dia, assim que puderem…",1
"Oi, pessoal! Obrigado pela ajuda de ontem. Até mais",0
Publicamos as newsletter; obrigado a todos pelo apoio… Bom trabalho a todos,0
"Registro de reunião: tudo certo, próximos passos já definidos internamente… Obrigado!",0
Solicito o envio da nota fiscal NF-71130 para esta semana.,1
Changelog 1.7 publicado. Sem necessidade de retorno. Abs.,0
Poderiam confirmar o backup até 17h.,1
Changelog 3.8 publicado. Sem necessidade de retorno.,0
Poderiam confirmar as permissões de acesso até o fim do dia.,1
Solicito o acesso da conta assim que possível.,1
Favor aprovar o status do pedido até o próximo dia útil.,1
Solicito o build para esta semana.,1
Publicamos as changelog; obrigado a todos pelo apoio!,0
Changelog 1.5 publicado. Sem necessidade de retorno!,0
Favor ajustar o boleto até o fim do dia.,1
Solicito o envio da nota fiscal NF-93766 até amanhã!,1
Para conhecimento: boletim publicada. Não requer ação.,0
Notas rápidas: notas de versão referente à última sprint! Até mais,0
Parabéns pelo lançamento da versão 2.6! Excelente trabalho do time!,0
Poderiam confirmar o ambiente de homologação até o próximo dia útil.,1
Changelog 3.1 publicado. Sem necessidade de retorno…,0
Mensagem automática de confirmação de cadastro. Abraços,0
Parabéns pelo lançamento da versão 6.6! Excelente trabalho do time…,0
Segue a notas de versão da semana com os principais destaques do produto…,0
Favor investigar o comprovante de pagamento ainda hoje.,1
"Olá, poderiam enviar o documento assim que possível, se possível.",1
Só passando para desejar uma ótima semana. Obrigada!,0
Solicito o webhook com urgência.,1
"Bom dia, poderiam reagendar a nota fiscal até o próximo dia útil, por gentileza…",1
"Bom dia, poderiam ajustar a nota fiscal com urgência, se possível.",1
Solicito o envio da nota fiscal NF-26102 ainda hoje!,1
Solicito o envio da nota fiscal NF-57440 até o fim do dia.,1
Changelog 3.5 publicado. Sem necessidade de retorno.,0
Conseguem priorizar o ambiente de homologação em até 24h? Prioridade alta!,1
Parabéns pelo lançamento da versão 2.0! Excelente trabalho do time.,0
Poderiam confirmar o ticket até o próximo dia útil.,1
Bom dia! Compartilhando o resumo semanal do time… Bom trabalho a todos,0
Parabéns a todos pelo release 3.9!!,0
Notas rápidas: changelog referente à última sprint.,0
Preciso que retornar o ambiente de homologação em até 24h!,1
Podem atualizar o laudo técnico referente ao ticket #8756 com urgência.,1
"Oi, poderiam revisar o relatório financeiro até o próximo dia útil, assim que puderem.",1
Changelog 2.0 publicado. Sem necessidade de retorno! Att.,0
Estou com loop de redirecionamento; conseguem priorizar o ambiente de produção? Ref.: #6256,1
Solicito o envio da nota fiscal NF-79035 até o próximo dia útil.,1
Atualização interna: tarefas concluídas; nenhum retorno necessário… Abs.,0
Favor resetar o deploy até sexta-feira.,1
Podem desbloquear o banco de dados referente ao ticket #737 em até 24h.,1
Apenas informando: status update disponível.,0
Estou com timeout na API; conseguem desbloquear o comprovante de pagamento? Ref.: #8338,1
Notas rápidas: status update referente à última sprint…,0
Solicito o envio da nota fiscal NF-83717 em até 24h!,1
Fala pessoal! Compartilhando o resumo semanal do time. Obrigado!,0
Preciso que reembolsar o status do pedido o quanto antes…,1
Estou com divergência de dados; conseguem validar a nota fiscal? Ref.: #8253,1
Conseguem anexar o webhook até o próximo dia útil? Alta prioridade!,1
Solicito o build assim que possível…,1
Solicito o envio da nota fiscal NF-68154 assim que possível.,1
Preciso que enviar o banco de dados até amanhã.,1
Favor anexar o chamado para esta semana!,1
Boa noite! Compartilhando o resumo semanal do time. Até mais,0
Para conhecimento: changelog publicada. Não requer ação!,0
Parabéns a todos pelo release 6.7!.,0
Poderiam confirmar o pipeline de CI/CD assim que possível.,1
Precisamos cancelar o acesso da conta para o pedido PED-2023-4281 até 17/06.,1
Poderiam confirmar o certificado SSL em até 24h.,1
Segue a atualizações do produto da semana com os principais destaques do produto!,0
Segue a notas de versão da semana com os principais destaques do produto. Bom trabalho a todos,0
Poderiam confirmar o pipeline de CI/CD assim que possível!,1
Publicamos as status update; obrigado a todos pelo apoio. Bom trabalho a todos,0
Solicito o envio da nota fiscal NF-40663 assim que possível.,1
Changelog 4.2 publicado. Sem necessidade de retorno.,0
Para conhecimento: resumo semanal publicada. Não requer ação… Abs.,0
Precisamos substituir o documento para o pedido PED-2022-2886 até 10/07.,1
"Fala pessoal, pessoal! Obrigado pela ajuda de ontem. Abs.",0
Preciso que notificar o build até o próximo dia útil!,1
Poderiam confirmar o documento com urgência.,1
Favor reagendar o chamado assim que possível.,1
Favor agendar a nota fiscal para esta semana.,1
Publicamos as release notes; obrigado a todos pelo apoio! Abraços,0
Preciso que anexar a atualização do sistema até amanhã.,1
Apenas informando: resumo semanal disponível. Abs.,0
Para conhecimento: changelog publicada. Não requer ação. Abraços,0
Apenas informando: changelog disponível…,0
Apenas informando: release notes disponível.,0
Para conhecimento: atualizações do produto publicada. Não requer ação. Abs.,0
Favor anexar a proposta até o próximo dia útil.,1
Preciso que atualizar o contrato em até 24h.,1
Changelog 7.1 publicado. Sem necessidade de retorno. Abraços,0
Precisamos reembolsar as permissões de acesso para o pedido PED-2023-4413 até 15/05.,1
"Oi, poderiam atualizar o chamado o quanto antes, por gentileza.",1
Parabéns pelo lançamento da versão 5.8! Excelente trabalho do time. Abs.,0
Podem investigar o orçamento referente ao ticket #1714 até 17h.,1
Conseguem enviar o DNS assim que possível? Alta prioridade!,1
Precisamos investigar o contrato para o pedido PED-2023-8751 até 20/02.,1
Time! Compartilhando o resumo semanal do time. Bom trabalho a todos,0
Estou com consumo elevado de CPU; conseguem resetar o webhook? Ref.: #8073,1
Podem confirmar o ambiente de produção referente ao ticket #3292 ainda hoje.,1
Publicamos as resumo semanal; obrigado a todos pelo apoio. Bom trabalho a todos,0
Notas rápidas: notas de versão referente à última sprint. Bom trabalho a todos,0
Sem pendências no momento; bom trabalho a todos. Até mais,0
Parabéns pelo lançamento da versão 1.8! Excelente trabalho do time.,0
"Boa noite, poderiam reembolsar a senha provisória até o fim do dia, por favor!",1
Para conhecimento: changelog publicada. Não requer ação. Até mais,0
Apenas informando: resumo semanal disponível. Att.,0
"Fala pessoal, poderiam atualizar o backup o quanto antes, quando puderem.",1
Solicito o envio da nota fiscal NF-94681 assim que possível…,1
Conseguem cancelar o índice de busca ainda hoje? Caráter emergencial.,1
Favor investigar a fatura para esta semana.,1
Atualização interna: tarefas concluídas; nenhum retorno necessário… Abraços,0
Solicito o orçamento até amanhã!,1
Preciso que ajustar o pipeline de CI/CD até sexta-feira!,1
Parabéns a todos pelo release 6.5!…,0
"Fala pessoal, pessoal! Obrigado pela ajuda de ontem… Obrigado!",0
Equipe! Compartilhando o resumo semanal do time… Obrigada!,0
Solicito o envio da nota fiscal NF-17847 até sexta-feira.,1
Precisamos providenciar o comprovante de pagamento para o pedido PED-2019-6653 até 08/01.,1
Changelog 3.0 publicado. Sem necessidade de retorno.,0
Conseguem verificar o acesso da conta em até 24h? É urgente.,1
Prezados! Compartilhando o resumo semanal do time! Até mais,0
Bom dia! Compartilhando o resumo semanal do time. Bom trabalho a todos,0
Changelog 3.3 publicado. Sem necessidade de retorno.,0
Changelog 4.3 publicado. Sem necessidade de retorno…,0
Parabéns a todos pelo release 2.5!.,0
Conseguem regularizar o deploy com urgência? É urgente.,1
Favor habilitar a proposta até 17h!,1
Favor anexar o índice de busca até o próximo dia útil.,1
Preciso que renovar a proposta o quanto antes.,1
Solicito o acesso da conta ainda hoje!,1
Preciso que confirmar o certificado SSL assim que possível!,1
Parabéns pelo lançamento da versão 1.5! Excelente trabalho do time… Obrigada!,0
"Fala pessoal, pessoal! Obrigado pela ajuda de ontem… Abraços",0
Changelog 4.7 publicado. Sem necessidade de retorno.,0
Estou com falta de espaço em disco; conseguem resetar a senha provisória? Ref.: #5780,1
Prezados! Compartilhando o resumo semanal do time! Abs.,0
Só passando para desejar uma ótima semana! Obrigada!,0
Parabéns a todos pelo release 6.7!… Att.,0
Conseguem priorizar o documento até o fim do dia? Alta prioridade.,1
Changelog 2.3 publicado. Sem necessidade de retorno.,0
Solicito o envio da nota fiscal NF-47849 até 17h.,1
Solicito o envio da nota fiscal NF-61297 em até 24h…,1
Favor autorizar o relatório financeiro até o próximo dia útil.,1
Solicito o envio da nota fiscal NF-91827 assim que possível.,1
Notas rápidas: resumo semanal referente à última sprint…,0
Poderiam confirmar a proposta até amanhã.,1
Changelog 4.5 publicado. Sem necessidade de retorno.,0
"Boa tarde, poderiam implantar o contrato até sexta-feira, se possível.",1
Preciso que priorizar o comprovante de pagamento até o fim do dia.,1
Parabéns pelo lançamento da versão 1.8! Excelente trabalho do time. Abraços,0
Solicito o comprovante de pagamento até o próximo dia útil.,1
Notas rápidas: atualizações do produto referente à última sprint… Abs.,0
Conseguem desbloquear a fatura assim que possível? Prioridade alta.,1
Conseguem reagendar o pipeline de CI/CD assim que possível? Prioridade alta.,1
Poderiam confirmar o status do pedido até amanhã.,1
Solicito o envio da nota fiscal NF-48031 assim que possível…,1
Estou com timeout na API; conseguem reembolsar o orçamento? Ref.: #582,1
Time! Compartilhando o resumo semanal do time. Obrigada!,0
Segue a release notes da semana com os principais destaques do produto!,0
Preciso que regularizar o documento ainda hoje…,1
Para conhecimento: newsletter publicada. Não requer ação!,0
Boa noite! Compartilhando o resumo semanal do time.,0
Poderiam confirmar o ticket o quanto antes.,1
Apenas informando: atualizações do produto disponível! Abraços,0
Para conhecimento: changelog publicada. Não requer ação! Obrigado!,0
Solicito o certificado SSL para esta semana.,1
Estou com consumo elevado de CPU; conseguem regularizar o relatório financeiro? Ref.: #4951,1
Só passando para desejar uma ótima semana!,0
Parabéns pelo lançamento da versão 3.7! Excelente trabalho do time.,0
Segue a release notes da semana com os principais destaques do produto. Bom trabalho a todos,0
Solicito o envio da nota fiscal NF-52553 até o fim do dia.,1
Apenas informando: newsletter disponível!,0
Poderiam confirmar o certificado SSL o quanto antes.,1
Precisamos ajustar a nota fiscal para o pedido PED-2019-5312 até 10/07!,1
Conseguem publicar o relatório financeiro para esta semana? Alta prioridade.,1
Precisamos confirmar o ambiente de homologação para o pedido PED-2019-9559 até 12/12…,1
Atualização interna: tarefas concluídas; nenhum retorno necessário. Abs.,0
Favor aprovar o orçamento para esta semana.,1
Publicamos as status update; obrigado a todos pelo apoio. Abraços,0
Publicamos as newsletter; obrigado a todos pelo apoio. Abraços,0
"Time, poderiam revisar o boleto em até 24h, por favor…",1
Notas rápidas: atualizações do produto referente à última sprint… Bom trabalho a todos,0
Podem anexar a proposta referente ao ticket #4788 em até 24h.,1
Apenas informando: status update disponível. Obrigada!,0
Podem corrigir a atualização do sistema referente ao ticket #4166 para esta semana.,1
"Bom dia, pessoal! Obrigado pela ajuda de ontem. Obrigado!",0
Preciso que verificar o DNS até o próximo dia útil.,1
"Bom dia, poderiam cancelar o relatório financeiro o quanto antes, se possível!",1
Favor reagendar o chamado com urgência.,1
Solicito o comprovante de pagamento assim que possível.,1
Solicito o envio da nota fiscal NF-37209 com urgência.,1
"Oi, pessoal! Obrigado pela ajuda de ontem! Até mais",0
Solicito o boleto até o próximo dia útil…,1
Precisamos reagendar o build para o pedido PED-2021-4991 até 03/01.,1
Changelog 2.0 publicado. Sem necessidade de retorno…,0
Para conhecimento: release notes publicada. Não requer ação… Obrigado!,0
Notas rápidas: atualizações do produto referente à última sprint. Att.,0
Bem-vindos ao time os novos integrantes…,0
"Oi, poderiam reagendar a atualização do sistema o quanto antes, por favor.",1
Conseguem corrigir a fatura assim que possível? Prioridade alta.,1
Parabéns a todos pelo release 1.0!.,0
Solicito o DNS até sexta-feira.,1
Preciso que retornar o índice de busca em até 24h.,1
Solicito o envio da nota fiscal NF-47282 até sexta-feira…,1
Boa tarde! Compartilhando o resumo semanal do time.,0
Publicamos as notas de versão; obrigado a todos pelo apoio. Abs.,0
Changelog 3.8 publicado. Sem necessidade de retorno!,0
Bem-vindos ao time os novos integrantes. Abs.,0
Notas rápidas: release notes referente à última sprint! Obrigada!,0
Preciso que habilitar as permissões de acesso o quanto antes.,1
Notas rápidas: release notes referente à última sprint. Até mais,0
Preciso que anexar o ambiente de produção até sexta-feira…,1
"Olá, poderiam habilitar o ticket ainda hoje, por favor.",1
Podem resetar a nota fiscal referente ao ticket #3967 em até 24h.,1
Podem atualizar o cadastro referente ao ticket #6599 em até 24h!,1
Para conhecimento: resumo semanal publicada. Não requer ação. Obrigado!,0
Publicamos as resumo semanal; obrigado a todos pelo apoio. Obrigado!,0
Para conhecimento: resumo semanal publicada. Não requer ação. Abs.,0
Segue a boletim da semana com os principais destaques do produto.,0
Conseguem regularizar o DNS até amanhã? Alta prioridade.,1
Para conhecimento: status update publicada. Não requer ação…,0
Segue a changelog da semana com os principais destaques do produto… Att.,0
Favor cancelar o DNS com urgência!,1
Publicamos as status update; obrigado a todos pelo apoio…,0
Podem escalar a configuração do servidor referente ao ticket #5863 até sexta-feira.,1
Sem pendências no momento; bom trabalho a todos! Abraços,0
Poderiam confirmar o contrato com urgência.,1
Favor emitir o relatório financeiro em até 24h.,1
Publicamos as changelog; obrigado a todos pelo apoio… Att.,0
Estou com timeout na API; conseguem reembolsar o acesso da conta? Ref.: #2810,1
Para conhecimento: changelog publicada. Não requer ação. Att.,0
Favor corrigir a fatura assim que possível…,1
Podem ajustar o relatório financeiro referente ao ticket #871 até o próximo dia útil!,1
Solicito o envio da nota fiscal NF-56088 até o fim do dia!,1
Solicito o webhook até o próximo dia útil.,1
Favor ajustar o acesso da conta ainda hoje.,1
Conseguem publicar o contrato até amanhã? Caráter emergencial!,1
Solicito as permissões de acesso até o fim do dia!,1
Para conhecimento: boletim publicada. Não requer ação… Abraços,0
Poderiam confirmar o status do pedido em até 24h!,1
Preciso que desbloquear o cadastro o quanto antes.,1
Publicamos as newsletter; obrigado a todos pelo apoio.,0
Boa tarde! Compartilhando o resumo semanal do time… Att.,0
Para conhecimento: atualizações do produto publicada. Não requer ação.,0
Solicito o contrato até 17h…,1
"Prezados, poderiam resetar o índice de busca até o fim do dia, por gentileza…",1
Segue a notas de versão da semana com os principais destaques do produto. Obrigado!,0
Mensagem automática de confirmação de cadastro. Abs.,0
Time! Compartilhando o resumo semanal do time! Abraços,0
"Olá, poderiam implantar a fatura até amanhã, por gentileza!",1
Changelog 1.0 publicado. Sem necessidade de retorno!,0
"Boa tarde, pessoal! Obrigado pela ajuda de ontem! Abs.",0
Preciso que anexar o orçamento ainda hoje.,1
Preciso que resetar o pipeline de CI/CD até sexta-feira…,1
Favor cancelar o cadastro até sexta-feira.,1
Favor enviar o índice de busca até sexta-feira.,1
Precisamos cancelar a atualização do sistema para o pedido PED-2024-4966 até 01/04.,1
Apenas informando: atualizações do produto disponível… Att.,0
Para conhecimento: newsletter publicada. Não requer ação! Até mais,0
Precisamos implantar o webhook para o pedido PED-2021-1621 até 16/01!,1
Solicito o envio da nota fiscal NF-60641 para esta semana.,1
Solicito a configuração do servidor até amanhã!,1
Solicito o laudo técnico para esta semana!,1
Solicito o backup até o próximo dia útil.,1
Parabéns pelo lançamento da versão 1.5! Excelente trabalho do time. Abraços,0
Conseguem corrigir o banco de dados até o próximo dia útil? Com bastante urgência…,1
Publicamos as atualizações do produto; obrigado a todos pelo apoio… Obrigado!,0
Solicito a atualização do sistema até 17h.,1
Preciso que confirmar o cadastro o quanto antes.,1
Parabéns pelo lançamento da versão 3.9! Excelente trabalho do time…,0
Poderiam confirmar a fatura até sexta-feira…,1
Precisamos reativar o ticket para o pedido PED-2023-4831 até 22/12.,1
"Bom dia, poderiam esclarecer o orçamento o quanto antes, se possível.",1
Preciso que anexar o índice de busca para esta semana!,1
Para conhecimento: resumo semanal publicada. Não requer ação!,0
Changelog 6.7 publicado. Sem necessidade de retorno.,0
Para conhecimento: release notes publicada. Não requer ação. Obrigado!,0
Precisamos corrigir o ticket para o pedido PED-2019-2488 até 08/03.,1
Solicito o envio da nota fiscal NF-18049 até amanhã…,1
Podem reembolsar a configuração do servidor referente ao ticket #6419 para esta semana…,1
Notas rápidas: release notes referente à última sprint!,0
"Registro de reunião: tudo certo, próximos passos já definidos internamente! Obrigada!",0
Preciso que reativar a nota fiscal até o próximo dia útil.,1
Conseguem agendar a integração até 17h? Caráter emergencial.,1
Apenas informando: newsletter disponível. Abraços,0
Notas rápidas: status update referente à última sprint!,0
Changelog 7.9 publicado. Sem necessidade de retorno.,0
Solicito o laudo técnico em até 24h!,1
Podem cancelar o ticket referente ao ticket #5938 ainda hoje!,1
Changelog 3.9 publicado. Sem necessidade de retorno.,0
Precisamos cancelar a proposta para o pedido PED-2020-2808 até 17/07.,1
Parabéns pelo lançamento da versão 2.1! Excelente trabalho do time.,0
"Time, poderiam validar o relatório financeiro até o próximo dia útil, se possível.",1
Podem atualizar o banco de dados referente ao ticket #3147 em até 24h.,1
Parabéns a todos pelo release 7.3!!,0
Solicito o envio da nota fiscal NF-83142 em até 24h.,1
Poderiam confirmar o acesso da conta assim que possível!,1
Prezados! Compartilhando o resumo semanal do time… Obrigada!,0
Para conhecimento: status update publicada. Não requer ação. Até mais,0
"Time, poderiam priorizar o índice de busca até o fim do dia, assim que puderem!",1
Poderiam confirmar o laudo técnico até o próximo dia útil!,1
Prezados! Compartilhando o resumo semanal do time! Obrigada!,0
"Olá, pessoal! Obrigado pela ajuda de ontem! Até mais",0
Preciso que escalar a proposta para esta semana!,1
Parabéns a todos pelo release 2.9!.,0
Solicito o envio da nota fiscal NF-31874 até amanhã!,1
Changelog 4.0 publicado. Sem necessidade de retorno!,0
Precisamos atualizar a configuração do servidor para o pedido PED-2020-6382 até 28/06.,1
Favor renovar o ticket até o fim do dia!,1
Notas rápidas: atualizações do produto referente à última sprint. Obrigado!,0
"Equipe, poderiam regularizar o relatório financeiro com urgência, por favor.",1
Estou com problema no envio de e-mails; conseguem esclarecer o relatório financeiro? Ref.: #9464,1
Changelog 3.4 publicado. Sem necessidade de retorno.,0
Mensagem automática de confirmação de cadastro! Abraços,0
Changelog 4.0 publicado. Sem necessidade de retorno…,0
Poderiam confirmar o status do pedido até 17h…,1
Apenas informando: notas de versão disponível!,0
Preciso que validar a senha provisória para esta semana.,1
Precisamos desbloquear a integração para o pedido PED-2025-3327 até 04/05.,1
Parabéns pelo lançamento da versão 6.5! Excelente trabalho do time!,0
Podem regularizar o laudo técnico referente ao ticket #626 até 17h.,1
"Equipe, pessoal! Obrigado pela ajuda de ontem.",0
"Equipe, pessoal! Obrigado pela ajuda de ontem! Obrigada!",0
Segue a notas de versão da semana com os principais destaques do produto! Abraços,0
Publicamos as resumo semanal; obrigado a todos pelo apoio. Abs.,0
Estou com divergência de dados; conseguem priorizar o DNS? Ref.: #3651,1
Precisamos atualizar o relatório financeiro para o pedido PED-2024-3548 até 22/08…,1
Podem atualizar o deploy referente ao ticket #8893 até o próximo dia útil.,1
"Prezados, poderiam anexar o boleto até o próximo dia útil, por gentileza!",1
Conseguem publicar o ticket assim que possível? Caráter emergencial.,1
"Olá, poderiam confirmar a atualização do sistema para esta semana, assim que puderem.",1
Bem-vindos ao time os novos integrantes… Abraços,0
Poderiam confirmar o cadastro para esta semana.,1
Solicito o envio da nota fiscal NF-86593 ainda hoje.,1
Preciso que reativar a integração o quanto antes.,1
"Fala pessoal, pessoal! Obrigado pela ajuda de ontem…",0
Precisamos agendar a senha provisória para o pedido PED-2024-4979 até 14/11…,1
Publicamos as resumo semanal; obrigado a todos pelo apoio! Obrigado!,0
Precisamos notificar o build para o pedido PED-2024-2076 até 05/11!,1
Segue a changelog da semana com os principais destaques do produto. Obrigada!,0
Precisamos verificar a nota fiscal para o pedido PED-2020-4084 até 07/04!,1
Podem regularizar a proposta referente ao ticket #1610 até sexta-feira.,1
Precisamos habilitar o build para o pedido PED-2023-1975 até 22/08.,1
Poderiam confirmar o índice de busca assim que possível.,1
"Boa noite, pessoal! Obrigado pela ajuda de ontem!",0
Changelog 5.4 publicado. Sem necessidade de retorno. Abs.,0
Apenas informando: boletim disponível… Att.,0
"Boa tarde, pessoal! Obrigado pela ajuda de ontem. Obrigada!",0
Notas rápidas: newsletter referente à última sprint… Att.,0
Conseguem instalar a atualização do sistema até amanhã? Caráter emergencial…,1
Podem reagendar as permissões de acesso referente ao ticket #9125 o quanto antes.,1
Estou com erro de permissão; conseguem esclarecer o acesso da conta? Ref.: #3701,1
Publicamos as status update; obrigado a todos pelo apoio! Abraços,0
Preciso que agendar o cadastro com urgência.,1
Conseguem enviar o banco de dados até amanhã? Caráter emergencial.,1
Precisamos anexar o webhook para o pedido PED-2020-3696 até 25/06.,1
Sem pendências no momento; bom trabalho a todos! Bom trabalho a todos,0
Bem-vindos ao time os novos integrantes! Abs.,0
Favor habilitar o relatório financeiro até o próximo dia útil…,1
Para conhecimento: resumo semanal publicada. Não requer ação! Abraços,0
Parabéns a todos pelo release 6.9!.,0
"Time, poderiam agendar o boleto até o próximo dia útil, quando puderem…",1
Para conhecimento: release notes publicada. Não requer ação. Att.,0
Poderiam confirmar o documento ainda hoje.,1
Solicito o envio da nota fiscal NF-78501 até 17h.,1
Solicito o envio da nota fiscal NF-66963 assim que possível!,1
Solicito o envio da nota fiscal NF-48334 o quanto antes.,1
Conseguem corrigir o acesso da conta até amanhã? Com bastante urgência…,1
Para conhecimento: changelog publicada. Não requer ação! Att.,0
Bom dia! Compartilhando o resumo semanal do time! Obrigado!,0
Para conhecimento: resumo semanal publicada. Não requer ação.,0
"Boa tarde, poderiam providenciar o boleto em até 24h, por favor!",1
Podem instalar o cadastro referente ao ticket #275 o quanto antes…,1
"Oi, pessoal! Obrigado pela ajuda de ontem. Obrigado!",0
Podem notificar o ambiente de homologação referente ao ticket #4573 até sexta-feira.,1
Preciso que substituir o contrato ainda hoje…,1
Solicito o deploy o quanto antes.,1
Notas rápidas: notas de versão referente à última sprint. Abs.,0
Para conhecimento: newsletter publicada. Não requer ação.,0
Podem confirmar o build referente ao ticket #2273 ainda hoje!,1
Parabéns pelo lançamento da versão 1.0! Excelente trabalho do time…,0
Favor implantar o cadastro até 17h!,1
Poderiam confirmar o webhook até 17h. Obrigado!,1
Segue a newsletter da semana com os principais destaques do produto.,0
Segue a resumo semanal da semana com os principais destaques do produto! Obrigado!,0
Estou com erro de autenticação; conseguem reembolsar o contrato? Ref.: #9485,1
Mensagem automática de confirmação de cadastro! Até mais,0
"Olá, poderiam implantar a configuração do servidor para esta semana, assim que puderem.",1
Solicito o pipeline de CI/CD até amanhã.,1
"Boa tarde, poderiam enviar o deploy até o próximo dia útil, por favor.",1
Mensagem automática de confirmação de cadastro. Att.,0
Favor reembolsar o webhook com urgência.,1
Parabéns pelo lançamento da versão 4.3! Excelente trabalho do time! Att.,0
Preciso que reativar a fatura o quanto antes…,1
Precisamos resetar a fatura para o pedido PED-2023-4932 até 02/02!,1
Atualização interna: tarefas concluídas; nenhum retorno necessário. Bom trabalho a todos,0
"Boa tarde, pessoal! Obrigado pela ajuda de ontem. Att.",0
Segue a release notes da semana com os principais destaques do produto…,0
Parabéns a todos pelo release 4.6!.,0
Segue a notas de versão da semana com os principais destaques do produto. Abs.,0
Preciso que verificar o documento até o próximo dia útil.,1
Precisamos cancelar a proposta para o pedido PED-2023-9382 até 28/10!,1
Parabéns pelo lançamento da versão 6.0! Excelente trabalho do time.,0
"Prezados, pessoal! Obrigado pela ajuda de ontem. Obrigado!",0
Favor reagendar o certificado SSL até o próximo dia útil…,1
Preciso que reativar o webhook até o próximo dia útil.,1
Atualização interna: tarefas concluídas; nenhum retorno necessário. Obrigado!,0
Favor escalar o build em até 24h.,1
Poderiam confirmar o chamado até 17h.,1
Estou com timeout na API; conseguem esclarecer a proposta? Ref.: #6133,1
Solicito o webhook em até 24h…,1
Parabéns pelo lançamento da versão 6.9! Excelente trabalho do time! Bom trabalho a todos,0
Bom dia! Compartilhando o resumo semanal do time!,0
Mensagem automática de confirmação de cadastro… Obrigada!,0
Parabéns a todos pelo release 3.5!…,0
Precisamos escalar o contrato para o pedido PED-2025-7018 até 18/11…,1
Podem instalar o webhook referente ao ticket #9380 ainda hoje!,1
